TMA,Version,5.1-full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0730-full,,,full,full,full;bot;,full,full,full,full
.,,,Confidential,,,,,Server,,Server,Server,Server,,,,Server,,Server,Server,,Server,,Server,,Server,,Server,,Server,,,,,,,,,,,;bot;EDP;perf,,,,
Info.Bad_Spec,IpMispredict,,,,,,,,,,,,,,,,,,,,,,,,,,,INST_RETIRED.ANY / BR_MISP_RETIRED.ALL_BRANCHES,,,,Inst_Metric,Number of Instructions per non-speculative Branch Misprediction (JEClear) (lower number means higher occurrence rate),< 200,4.4,Bad;BadSpec;BrMispredicts,,pub/v3.4,i,;perf,,,,
Info.Bad_Spec,IpMisp_Cond_Ntaken,,,,,,,,,,,,,,,,INST_RETIRED.ANY / BR_MISP_RETIRED.COND_NTAKEN,,,,,,,,,,,,,,,Inst_Metric,Instructions per retired Mispredicts for conditional non-taken branches (lower number means higher occurrence rate).,< 200,4.5,Bad;BrMispredicts,,,,,,,,
Info.Bad_Spec,IpMisp_Cond_Taken,,,,,,#NA,,,,,,,,,,INST_RETIRED.ANY / BR_MISP_RETIRED.COND_TAKEN,,,,,,,,,,,,,,,Inst_Metric,Instructions per retired Mispredicts for conditional taken branches (lower number means higher occurrence rate).,< 200,4.5,Bad;BrMispredicts,,,,,,,,
Info.Bad_Spec,IpMisp_Cond_Taken_Bwd,,,,,,INST_RETIRED.ANY / BR_MISP_RETIRED.COND_TAKEN_BWD,,,,,,,,,,,,,,,,,,,,,,,,,,Instructions per retired Mispredicts for conditional backward-taken branches (lower number means higher occurrence rate).,,5.1,Bad;BrMispredicts,,,,,,,,
Info.Bad_Spec,IpMisp_Cond_Taken_Fwd,,,,,,INST_RETIRED.ANY / BR_MISP_RETIRED.COND_TAKEN_FWD,,,,,,,,,,,,,,,,,,,,,,,,,,Instructions per retired Mispredicts for conditional forward-taken branches (lower number means higher occurrence rate).,,5.1,Bad;BrMispredicts,,,,,,,,
Info.Bad_Spec,IpMisp_Ret,,,,,,,,,,,,,,,,INST_RETIRED.ANY / BR_MISP_RETIRED.RET,,,,,,,,,,,,,,,Inst_Metric,Instructions per retired Mispredicts for return branches (lower number means higher occurrence rate).,< 500,4.5,Bad;BrMispredicts,,,,,,,,
Info.Bad_Spec,IpMisp_Indirect,,,,,,,,,,,,,,,,INST_RETIRED.ANY / BR_MISP_RETIRED.INDIRECT,,,,,,,,,,,Instructions / ( #Retire_Fraction * BR_MISP_EXEC.INDIRECT ),,,,Inst_Metric,Instructions per retired Mispredicts for indirect CALL or JMP branches (lower number means higher occurrence rate).,< 1000,4.6,Bad;BrMispredicts,,,i,,,,,
Info.Bad_Spec,Branch_Misprediction_Cost,,,,,,,,,,,,,,,,,,,,,Mispredictions * SLOTS / #Pipeline_Width / BR_MISP_RETIRED.ALL_BRANCHES / 100,,,,,,,,#NA,,Core_Metric,Branch Misprediction Cost: Cycles representing fraction of TMA slots wasted per non-speculative branch misprediction (retired JEClear),; $issueBM,5.0,Bad;BrMispredicts,50,pub/v3.4,i,;bot;perf,,,,
Info.Bad_Spec,Spec_Clears_Ratio,,,,,,,,,,,,,,,,,,,,,INT_MISC.CLEARS_COUNT / ( BR_MISP_RETIRED.ALL_BRANCHES + MACHINE_CLEARS.COUNT ),,,,,,,,,,Metric,Speculative to Retired ratio of all clears (covering Mispredicts and nukes),,4.6,BrMispredicts,,,,,,,,
Info.Branches,Cond_NT,,,,,,,,,,,,,,,,BR_INST_RETIRED.COND_NTAKEN / BR_INST_RETIRED.ALL_BRANCHES,,,,,BR_INST_RETIRED.NOT_TAKEN / BR_INST_RETIRED.ALL_BRANCHES,,,,,,,,,,Fraction,Fraction of branches that are non-taken conditionals,,4.3,Bad;Branches;CodeGen;PGO,1.0,,i,,,,,
Info.Branches,Cond_TK,,,,,,#NA,,,,,,,,,,BR_INST_RETIRED.COND_TAKEN / BR_INST_RETIRED.ALL_BRANCHES,,,,,( BR_INST_RETIRED.CONDITIONAL_PS - BR_INST_RETIRED.NOT_TAKEN )  / BR_INST_RETIRED.ALL_BRANCHES,,,,,,,,,,Fraction,Fraction of branches that are taken conditionals,,4.3,Bad;Branches;CodeGen;PGO,1.0,,i,,,,,
Info.Branches,Cond_TK_Bwd,,,,,,BR_INST_RETIRED.COND_TAKEN_BWD / BR_INST_RETIRED.ALL_BRANCHES,,,,,,,,,,,,,,,,,,,,,,,,,Fraction,Fraction of branches that are forward taken conditionals,> 0.3,5.0,Bad;Branches;CodeGen;PGO,1.0,,,,,,,
Info.Branches,Cond_TK_Fwd,,,,,,BR_INST_RETIRED.COND_TAKEN_FWD / BR_INST_RETIRED.ALL_BRANCHES,,,,,,,,,,,,,,,,,,,,,,,,,Fraction,Fraction of branches that are forward taken conditionals,> 0.2,5.0,Bad;Branches;CodeGen;PGO,1.0,,,,,,,
Info.Branches,CallRet,,,,,,,,,,,,,,,,,,,,,( BR_INST_RETIRED.NEAR_CALL + BR_INST_RETIRED.NEAR_RETURN ) / BR_INST_RETIRED.ALL_BRANCHES,,,,,,,,,,Fraction,Fraction of branches that are CALL or RET,,4.3,Bad;Branches,1.0,,i,,,,,
Info.Branches,Jump,,,,,,,,,,,,,,,,,,,,,#Br_DoI_Jumps / BR_INST_RETIRED.ALL_BRANCHES,,,,,,,,,,Fraction,Fraction of branches that are unconditional (direct or indirect) jumps,,5.1,Bad;Branches,1.0,,i,,,,,
Info.Branches,Other_Branches,,,,,,1 - ( Cond_NT + Cond_TK_Bwd + Cond_TK_Fwd + CallRet + Jump ),,,,,,,,,,1 - ( Cond_NT + Cond_TK + CallRet + Jump ),,,,,,,,,,,,,,,Fraction,Fraction of branches of other types (not individually covered by other metrics in Info.Branches group),,4.3,Bad;Branches,1.0,,i,,,,,
Info.Memory,Load_Miss_Real_Latency,,,,,,L1D_PENDING.LOAD / L1D_MISS.LOAD,,,,,,L1D_PEND_MISS.PENDING / MEM_LOAD_COMPLETED.L1_MISS_ANY,,,,,,,,,L1D_PEND_MISS.PENDING / ( MEM_LOAD_RETIRED.L1_MISS_PS + MEM_LOAD_RETIRED.FB_HIT_PS ),,,,,,L1D_PEND_MISS.PENDING / ( MEM_LOAD_UOPS_RETIRED.L1_MISS + MEM_LOAD_UOPS_RETIRED.HIT_LFB_PS ),,#NA,,Clocks_Latency,Actual Average Latency for L1 data-cache miss demand load operations (in core cycles),,4.4,Mem;MemoryBound;MemoryLat,1000,pub/v3.1,3,;bot;EDP;perf;VTune,,,,
Info.Memory,MLP,,,,,,L1D_PENDING.LOAD / L1D_PENDING.LOAD_CYCLES,,,,,,,,,,,,,,,,,,,,,L1D_PEND_MISS.PENDING / L1D_PEND_MISS.PENDING_CYCLES,,#NA,,Metric,Memory-Level-Parallelism (average number of L1 miss demand load when there is at least one such miss. Per-Logical Processor),,3.4,Mem;MemoryBound;MemoryBW,10.0,pub/v3.3,i,;EDP;perf,,,,
Info.Memory,L1DL0_MPKI,,,,,,1000 * ( MEM_LOAD_RETIRED.L1_MISS + MEM_LOAD_RETIRED.L1_HIT_L1 ) / INST_RETIRED.ANY,,,,,,,,,,,,,,,,,,,,,,,#NA,,Metric,L0 cache true misses per kilo instruction for retired demand loads,,5.1,CacheHits;Mem,,,,,,,,
Info.Memory,L1MPKI,,,,,,,,,,,,,,,,,,,,,1000 * MEM_LOAD_RETIRED.L1_MISS / INST_RETIRED.ANY,,,,,,1000 * MEM_LOAD_UOPS_RETIRED.L1_MISS / INST_RETIRED.ANY,,#NA,,Metric,L1 cache true misses per kilo instruction for retired demand loads,,3.3,CacheHits;Mem,,pub/v3.3,i,;perf,,,,
Info.Memory,L1MPKI_Load,,,,,,,,,,,,,,,,,,,,,1000 * L2_RQSTS.ALL_DEMAND_DATA_RD / INST_RETIRED.ANY,,,,,,,,#NA,,Metric,L1 cache true misses per kilo instruction for all demand loads (including speculative),,4.1,CacheHits;Mem,,,i,,,,,
Info.Memory,L2MPKI,,,,,,,,,,,,,,,,,,,,,1000 * MEM_LOAD_RETIRED.L2_MISS / INST_RETIRED.ANY,,,,,,1000 * MEM_LOAD_UOPS_RETIRED.L2_MISS / INST_RETIRED.ANY,,#NA,,Metric,L2 cache true misses per kilo instruction for retired demand loads,,3.3,Mem;Backend;CacheHits,,pub/v3.3,i,;perf,,,,
Info.Memory,L2MPKI_All,,,,,,,,,,,,,,1000 * L2_RQSTS.MISS / INST_RETIRED.ANY,,1000 * ( ( OFFCORE_REQUESTS.ALL_DATA_RD - OFFCORE_REQUESTS.DEMAND_DATA_RD ) + L2_RQSTS.ALL_DEMAND_MISS + L2_RQSTS.SWPF_MISS ) / Instructions,,,,,,,1000 * L2_RQSTS.MISS / INST_RETIRED.ANY,,,,,,#NA,,Metric,L2 cache ([RKL+] true) misses per kilo instruction for all request types (including speculative),,4.4,CacheHits;Mem;Offcore,,pub/v3.5,i,;perf,,,,
Info.Memory,L2MPKI_Load,,,,,,,,,,,,,,,,,,,,,,,1000 * L2_RQSTS.DEMAND_DATA_RD_MISS / INST_RETIRED.ANY,,,,,,#NA,,Metric,L2 cache ([RKL+] true) misses per kilo instruction for all demand loads  (including speculative),,4.4,CacheHits;Mem,,,i,;,,,,
Info.Memory,L2MPKI_RFO,,,,,,,,,,,,,,,,1000 * L2_RQSTS.RFO_MISS / INST_RETIRED.ANY,,,,,,,,,,,1000 * OFFCORE_REQUESTS.DEMAND_RFO / INST_RETIRED.ANY,,#NA,,Metric,Offcore requests (L2 cache miss) per kilo instruction for demand RFOs,,4.8,CacheMisses;Offcore,,,i,,,,,
Info.Memory,L2HPKI_All,,,,,,,,,,,,,,1000 * ( L2_RQSTS.REFERENCES - L2_RQSTS.MISS ) / INST_RETIRED.ANY,,#NA,,,,,,,1000 * ( L2_RQSTS.REFERENCES - L2_RQSTS.MISS ) / INST_RETIRED.ANY,,,,,,#NA,,Metric,L2 cache hits per kilo instruction for all request types (including speculative),,4.1,CacheHits;Mem,,pub/v3.5,i,;perf,,,,
Info.Memory,L2HPKI_Load,,,,,,,,,,,,,,,,,,,,,,,1000 * L2_RQSTS.DEMAND_DATA_RD_HIT / INST_RETIRED.ANY,,,,,,#NA,,Metric,L2 cache hits per kilo instruction for all demand loads  (including speculative),,3.5,CacheHits;Mem,,,i,;,,,,
Info.Memory,L3MPKI,,,,,,,,,,,,,,,,,,,,,1000 * MEM_LOAD_RETIRED.L3_MISS / INST_RETIRED.ANY,,,,1000 * MEM_LOAD_UOPS_RETIRED.L3_MISS_PS / INST_RETIRED.ANY,,1000 * MEM_LOAD_UOPS_RETIRED.LLC_MISS_PS / INST_RETIRED.ANY,,#NA,,Metric,L3 cache true misses per kilo instruction for retired demand loads,,3.3,Mem;,,pub/v3.3,i,;perf,,,,
Info.Memory,FB_HPKI,,,,,,,,,,,,,,,,,,,,,1000 * MEM_LOAD_RETIRED.FB_HIT / INST_RETIRED.ANY,,,,,,,,#NA,,Metric,Fill Buffer (FB) hits per kilo instructions for retired demand loads (L1D misses that merge into ongoing miss-handling entries),,4.4,CacheHits;Mem,,,i,,,,,
Info.Memory,L1DL0_Cache_Fill_BW,,,,,,64 * L1D.L0_REPLACEMENT / #OneBillion / Time,,,,,,,,,,,,,,,,,,,,,,,#NA,,Metric,Average per-thread data fill bandwidth to the Level 0 within L1D cache [GB / sec],,5.0,Mem;MemoryBW,,,,,,,,
Info.Memory,L1D_Cache_Fill_BW,,,,,,64 * L1D.L1_REPLACEMENT / #OneBillion / Time,,,,,,,,,,,,,,,,,,,,,64 * L1D.REPLACEMENT / #OneBillion / Time,,#NA,,Metric,Average per-thread data fill bandwidth to the L1 data cache [GB / sec],,4.6,Mem;MemoryBW,,pub/v4.6,i,;perf,,,,
Info.Memory,L2_Cache_Fill_BW,,,,,,,,,,,,,,,,,,,,,,,,,,,64 * L2_LINES_IN.ALL / #OneBillion / Time,,#NA,,Metric,Average per-thread data fill bandwidth to the L2 cache [GB / sec],,4.6,Mem;MemoryBW,,pub/v4.6,i,;perf,,,,
Info.Memory,L3_Cache_Fill_BW,,,,,,,,,,,,,,,,,,,,,,,,,,,64 * LONGEST_LAT_CACHE.MISS / #OneBillion / Time,,#NA,,Metric,Average per-thread data fill bandwidth to the L3 cache [GB / sec],,4.6,Mem;MemoryBW,,pub/v4.6,i,;perf,,,,
Info.Memory,L3_Cache_Access_BW,,,,,,,,,,,,,,,,,,,,,64 * OFFCORE_REQUESTS.ALL_REQUESTS / #OneBillion / Time,,,,,,,,#NA,,Metric,Average per-thread data access bandwidth to the L3 cache [GB / sec],,4.6,Mem;MemoryBW;Offcore,,pub/v4.6,i,;perf,,,,
Info.Memory.TLB,Page_Walks_Utilization,,,,,,( ITLB_MISSES.WALK_PENDING + DTLB_LOAD_MISSES.WALK_PENDING + DTLB_STORE_MISSES.WALK_PENDING ) / ( 4 * CLKS ),,,,,,( ITLB_MISSES.WALK_PENDING + DTLB_LOAD_MISSES.WALK_PENDING + DTLB_STORE_MISSES.WALK_PENDING ) / ( 4 * CORE_CLKS ),,,,( ITLB_MISSES.WALK_PENDING + DTLB_LOAD_MISSES.WALK_PENDING + DTLB_STORE_MISSES.WALK_PENDING ) / ( 2 * CORE_CLKS ),,,,,( ITLB_MISSES.WALK_PENDING + DTLB_LOAD_MISSES.WALK_PENDING + DTLB_STORE_MISSES.WALK_PENDING + EPT.WALK_PENDING ) / ( 2 * CORE_CLKS ),( ITLB_MISSES.WALK_DURATION + DTLB_LOAD_MISSES.WALK_DURATION + DTLB_STORE_MISSES.WALK_DURATION + 7 * ( DTLB_STORE_MISSES.WALK_COMPLETED + DTLB_LOAD_MISSES.WALK_COMPLETED + ITLB_MISSES.WALK_COMPLETED ) ) / ( 2 * CORE_CLKS ),( ITLB_MISSES.WALK_DURATION:c1 + DTLB_LOAD_MISSES.WALK_DURATION:c1 + DTLB_STORE_MISSES.WALK_DURATION:c1 + 7 * ( DTLB_STORE_MISSES.WALK_COMPLETED + DTLB_LOAD_MISSES.WALK_COMPLETED + ITLB_MISSES.WALK_COMPLETED ) ) / CORE_CLKS,,,,( ITLB_MISSES.WALK_DURATION + DTLB_LOAD_MISSES.WALK_DURATION + DTLB_STORE_MISSES.WALK_DURATION ) / CORE_CLKS,,#NA,,Core_Metric,Utilization of the core's Page Walker(s) serving STLB misses triggered by instruction/Load/Store accesses,> 0.5,4.3,Mem;MemoryTLB,1.0,pub/v3.2,i,;perf,,,,
Info.Memory.TLB,Code_STLB_MPKI,,,,,,,,,,,,,,,,,,,,,1000 * ITLB_MISSES.WALK_COMPLETED / INST_RETIRED.ANY,,,,,,,,,,Metric,STLB (2nd level TLB) code speculative misses per kilo instruction (misses of any page-size that complete the page walk),,4.5,Fed;MemoryTLB,,,,,,,,
Info.Memory.TLB,Load_STLB_MPKI,,,,,,,,,,,,,,,,,,,,,1000 * DTLB_LOAD_MISSES.WALK_COMPLETED / INST_RETIRED.ANY,,,,,,,,,,Metric,STLB (2nd level TLB) data load speculative misses per kilo instruction (misses of any page-size that complete the page walk),,4.5,Mem;MemoryTLB,,,,,,,,
Info.Memory.TLB,Store_STLB_MPKI,,,,,,,,,,,,,,,,,,,,,1000 * DTLB_STORE_MISSES.WALK_COMPLETED / INST_RETIRED.ANY,,,,,,,,,,Metric,STLB (2nd level TLB) data store speculative misses per kilo instruction (misses of any page-size that complete the page walk),,4.5,Mem;MemoryTLB,,,,,,,,
Info.Memory.TLB,Load_STLB_Miss_Ret,,,,,,,,MEM_INST_RETIRED.STLB_MISS_LOADS*$PEBS / CLKS,,,,,,,,,,,,,,,,,,,,,,,Clocks_Retired,This metric represents fraction of cycles the CPU retirement was stalled likely due to STLB misses by demand loads,> 0.05,5.0,Mem;MemoryTLB,,,3,,,,,
Info.Memory.TLB,Store_STLB_Miss_Ret,,,,,,,,MEM_INST_RETIRED.STLB_MISS_STORES*$PEBS / CLKS,,,,,,,,,,,,,,,,,,,,,,,Clocks_Retired,This metric represents fraction of cycles the CPU retirement was stalled likely due to STLB misses by demand stores,> 0.05,5.0,Mem;MemoryTLB,,,3,,,,,
Info.Memory.Core,L1D_Cache_Fill_BW_2T,,,,,,#NA,,,,,,,,,,,,,,,,,,,,,L1D_Cache_Fill_BW,,#NA,,Core_Metric,Average per-core data fill bandwidth to the L1 data cache [GB / sec],,4.6,Mem;MemoryBW,,,i,,,,,
Info.Memory.Core,L2_Cache_Fill_BW_2T,,,,,,#NA,,,,,,,,,,,,,,,,,,,,,L2_Cache_Fill_BW,,#NA,,Core_Metric,Average per-core data fill bandwidth to the L2 cache [GB / sec],,4.6,Mem;MemoryBW,,,i,,,,,
Info.Memory.Core,L3_Cache_Fill_BW_2T,,,,,,#NA,,,,,,,,,,,,,,,,,,,,,L3_Cache_Fill_BW,,#NA,,Core_Metric,Average per-core data fill bandwidth to the L3 cache [GB / sec],,4.6,Mem;MemoryBW,,,i,,,,,
Info.Memory.Core,L3_Cache_Access_BW_2T,,,,,,#NA,,,,,,,,,,,,,,,L3_Cache_Access_BW,,,,,,,,#NA,,Core_Metric,Average per-core data access bandwidth to the L3 cache [GB / sec],,4.7,Mem;MemoryBW;Offcore,,,i,,,,,
Info.Memory.Core,L2_Evictions_Silent_PKI,,,,,,,,,,,,,,,,,,,,1000 * L2_LINES_OUT.SILENT / Instructions,,,,,,,,,#NA,,Core_Metric,Rate of silent evictions from the L2 cache per Kilo instruction where the evicted lines are dropped (no writeback to L3 or memory),,4.4,L2Evicts;Mem;Server,,pub/v3.6,i,;perf,,,,
Info.Memory.Core,L2_Evictions_NonSilent_PKI,,,,,,,,,,,,,,,,,,,,1000 * L2_LINES_OUT.NON_SILENT / Instructions,,,,,,,,,#NA,,Core_Metric,Rate of non silent evictions from the L2 cache per Kilo instruction,,4.4,L2Evicts;Mem;Server,,pub/v3.6,i,;perf,,,,
Info.Memory.Prefetches,Useless_HWPF,,,,,,,,,,,,,,,,L2_LINES_OUT.USELESS_HWPF / ( L2_LINES_OUT.SILENT + L2_LINES_OUT.NON_SILENT ),,,,,,,,,,,,,#NA,,Metric,Rate of L2 HW prefetched lines that were not used by demand accesses,> 0.15,5.0,Prefetches,1.0,,,,,,,
Info.Memory.Latency,Load_L2_Miss_Latency,,,,,,,,,,,,,,,,,,,,,,,,,,,OFFCORE_REQUESTS_OUTSTANDING.DEMAND_DATA_RD / OFFCORE_REQUESTS.DEMAND_DATA_RD,,,,Clocks_Latency,Average Latency for L2 cache miss demand Loads,,4.5,LockCont;Memory_Lat;Offcore,1000,,,;EDP,,,,
Info.Memory.Latency,Load_L3_Miss_Latency,,,,,,,,,,,,OFFCORE_REQUESTS_OUTSTANDING.L3_MISS_DEMAND_DATA_RD / OFFCORE_REQUESTS.L3_MISS_DEMAND_DATA_RD,,,,,,,,,,,,,,,,,,,Clocks_Latency,Average Latency for L3 cache miss demand Loads,,4.5,Memory_Lat;Offcore,1000,,,;EDP,,,,
Info.Memory.Latency,Load_L2_MLP,,,,,,,,,,,,,,,,OFFCORE_REQUESTS_OUTSTANDING.DEMAND_DATA_RD / OFFCORE_REQUESTS_OUTSTANDING.DEMAND_DATA_RD:c1,,,,,,,,,,,OFFCORE_REQUESTS_OUTSTANDING.DEMAND_DATA_RD / OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_DEMAND_DATA_RD,,,,Metric,Average Parallel L2 cache miss demand Loads,,4.5,Memory_BW;Offcore,100,,,,,,,
Info.Memory.Latency,Data_L2_MLP,,,,,,,,,,,,OFFCORE_REQUESTS_OUTSTANDING.DATA_RD / OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_DATA_RD,,,,,,,,,,,,,,,OFFCORE_REQUESTS_OUTSTANDING.ALL_DATA_RD / OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_DATA_RD,,,,Metric,Average Parallel L2 cache miss data reads,,4.6,Memory_BW;Offcore,100,,,,,,,
Info.Memory.Mix,Offcore_Read_Any_PKI,,,,,,,,,,,1000 * OCR.READS_TO_CORE.ANY_RESPONSE / Instructions,,,,,,,,,,,,,,,,,,#NA,,Metric,Off-core accesses per kilo instruction for reads-to-core requests (speculative; including in-core HW prefetches),,4.6,CacheHits;Offcore;Server,,,,,,,,
Info.Memory.Mix,Offcore_Read_L3M_PKI,,,,,,,,,,,1000 * OCR.READS_TO_CORE.L3_MISS / Instructions,,,,,,,,,,,,,,,,,,#NA,,Metric,L3 cache misses per kilo instruction for reads-to-core requests (speculative; including in-core HW prefetches),,4.6,Offcore;Server,,,,,,,,
Info.Memory.Mix,Offcore_Read_HBM_PKI,,,,,,,,,#NA,#NA if #Memory > 2 else 1000 * OCR.DEMAND_DATA_RD.PMM / Instructions,,,,,,,,,,,,,,,,,,,#NA,,Metric,High-Bandwidth Memory (HBM) accesses per kilo instruction for reads-to-core requests (speculative; including in-core HW prefetches),,4.7,Offcore;Server,,,,,,,,
Info.Memory.Mix,Offcore_MWrite_Any_PKI,,,,,,,,,,,1000 * OCR.MODIFIED_WRITE.ANY_RESPONSE / Instructions,,,,,,,,,,,,,,,,,,#NA,,Metric,Off-core accesses per kilo instruction for modified write requests,,4.6,Offcore;Server,,,,,,,,
Info.Memory.Mix,UC_Load_PKI,,,,,,,,,,,,,,,,,,,,,1000 * MEM_LOAD_MISC_RETIRED.UC / INST_RETIRED.ANY,,,,,,,,,,Metric,Un-cacheable retired load per kilo instruction,,4.6,Mem,,,,;EDP;perf,,,,
Info.Memory.Mix,Bus_Lock_PKI,,,,,,,,,,,,,,,,1000 * SQ_MISC.BUS_LOCK / INST_RETIRED.ANY,,,,,,,,,,,,,,,Metric,"""Bus lock"" per kilo instruction",,4.6,Mem,,,,;EDP;perf,,,,
Info.System,CPU_Utilization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CPUs_Utilized / Num_CPUs,,Metric,Average CPU Utilization (percentage),,4.8,HPC;Summary,1,pub/v3,i,perf,,,,
Info.System,CPUs_Utilized,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CPU_CLK_UNHALTED.REF_TSC / TSC,,Metric,Average number of utilized CPUs,,4.8,Summary,300,pub/v4.6,,;bot;EDP;perf,,,,
Info.System,Core_Frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turbo_Utilization * TSC / #OneBillion / Time,,System_Metric,Measured Average Core Frequency for unhalted processors [GHz],,4.6,Summary;Power,,pub/v3.4,i,;bot;EDP;perf;VTune,,,,
Info.System,Uncore_Frequency,,,,,,,,,,,,Socket_CLKS / 1e9 / Time,,,,,,,,,,,,,,,,Socket_CLKS / 1e9 / Time,,,System_Metric,Measured Average Uncore Frequency for the SoC [GHz],,4.8,SoC,,,,,,,,
Info.System,GFLOPs,,,,,,,,,,,,,,,,,,,,,,,( #FLOP_Count / #OneBillion ) / Time,,#NA,,,,( #FLOP_Count / #OneBillion ) / Time,,Metric,"Giga Floating Point Operations Per Second. Aggregate across all supported options of: FP precisions, scalar and vector instructions, vector-width",,4.8,Cor;Flops;HPC,200,pub/v3,i,;EDP;perf,,,,
Info.System,Turbo_Utilization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLKS / CPU_CLK_UNHALTED.REF_TSC,,Core_Metric,Average Frequency Utilization relative nominal frequency,,3.0,Power,10.0,pub/v3,i,;bot;EDP;perf;VTune,,,,
Info.System,Power_License0_Utilization,,,,,,,,,,,,#NA,,,,CORE_POWER.LVL0_TURBO_LICENSE / CORE_CLKS,,,,CORE_POWER.LVL0_TURBO_LICENSE / 2 / CORE_CLKS if #SMT_on else CORE_POWER.LVL0_TURBO_LICENSE / CORE_CLKS,,,,,,,,,#NA,,Core_Metric,"Fraction of Core cycles where the core was running with power-delivery for baseline license level 0.  This includes non-AVX codes, SSE, AVX 128-bit, and low-current AVX 256-bit codes.",,4.6,Power,1.0,,i,;,,,,
Info.System,Power_License1_Utilization,,,,,,,,,,,,#NA,,,,CORE_POWER.LVL1_TURBO_LICENSE / CORE_CLKS,,,,CORE_POWER.LVL1_TURBO_LICENSE / 2 / CORE_CLKS if #SMT_on else CORE_POWER.LVL1_TURBO_LICENSE / CORE_CLKS,,,,,,,,,#NA,,Core_Metric,Fraction of Core cycles where the core was running with power-delivery for license level 1.  This includes high current AVX 256-bit instructions as well as low current AVX 512-bit instructions.,> 0.5,4.6,Power,1.0,,i,;,,,,
Info.System,Power_License2_Utilization,,,,,,,,,,,,#NA,,,,CORE_POWER.LVL2_TURBO_LICENSE / CORE_CLKS,,,,CORE_POWER.LVL2_TURBO_LICENSE / 2 / CORE_CLKS if #SMT_on else CORE_POWER.LVL2_TURBO_LICENSE / CORE_CLKS,,,,,,,,,#NA,,Core_Metric,Fraction of Core cycles where the core was running with power-delivery for license level 2 (introduced in SKX).  This includes high current AVX 512-bit instructions.,> 0.5,4.6,Power,1.0,,i,;,,,,
Info.System,SMT_2T_Utilization,,,,,,#NA,,,,,,,,,,1 - CPU_CLK_UNHALTED.ONE_THREAD_ACTIVE / CPU_CLK_UNHALTED.REF_DISTRIBUTED if #SMT_on else 0,,,,,,,,,,,,,1 - CPU_CLK_UNHALTED.ONE_THREAD_ACTIVE / ( CPU_CLK_UNHALTED.REF_XCLK_ANY / 2 ) if #SMT_on else 0,,Core_Metric,Fraction of cycles where both hardware Logical Processors were active,,4.1,SMT,1.0,pub/v3,i,;EDP,,,,
Info.System,Kernel_Utilization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CPU_CLK_UNHALTED.THREAD_P:SUP / CPU_CLK_UNHALTED.THREAD,,Metric,Fraction of cycles spent in the Operating System (OS) Kernel mode,> 0.05,4.2,OS,1.0,pub/v3,i,;perf,,,,
Info.System,Kernel_CPI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CPU_CLK_UNHALTED.THREAD_P:SUP / INST_RETIRED.ANY_P:SUP,,Metric,Cycles Per Instruction for the Operating System (OS) Kernel mode,,4.3,OS,,pub/v4.3,i,;perf,,,,
Info.System,C0_Wait,,,,,,,,,,,,CPU_CLK_UNHALTED.C0_WAIT / CLKS,,,,,,,,,,,,,,,,,,,Metric,"Fraction of cycles the processor is waiting yet unhalted; covering legacy PAUSE instruction, as well as C0.1 / C0.2 power-performance optimized states",> 0.05,4.6,C0Wait,1.0,,i,;EDP;perf,,ZeroOk,Sample code of TPAUSE: https://github.com/torvalds/linux/blob/master/arch/x86/lib/delay.c#L105,"If running on Linux, please check the power control interface: https://github.com/torvalds/linux/blob/master/arch/x86/kernel/cpu/umwait.c and https://github.com/torvalds/linux/blob/master/Documentation/ABI/testing/sysfs-devices-system-cpu#L587"
Info.System,DRAM_BW_Use,,,,,,32 * UNC_M_TOTAL_DATA / #OneBillion / Time,( 64 * ( UNC_M_CAS_COUNT_SCH0.RD + UNC_M_CAS_COUNT_SCH1.RD + UNC_M_CAS_COUNT_SCH0.WR +  UNC_M_CAS_COUNT_SCH1.WR ) / #OneBillion ) / Time,64 * ( UNC_HAC_ARB_TRK_REQUESTS.ALL + UNC_HAC_ARB_COH_TRK_REQUESTS.ALL ) / #OneBillion / Time,,,,,,,,,,,,,,,,,,,,( 64 * ( UNC_M_CAS_COUNT.RD + UNC_M_CAS_COUNT.WR ) / #OneBillion ) / Time,64 * ( UNC_ARB_TRK_REQUESTS.ALL + UNC_ARB_COH_TRK_REQUESTS.ALL ) / #OneMillion / Time / 1000,,GB/sec,Average external Memory Bandwidth Use for reads and writes [GB / sec],; $issueBW,5.1,HPC;MemOffcore;MemoryBW;SoC,200,pub/v3,i,;perf,,,,
